Geo. State,Type,Status,Submitted Date,Nominator,LD Summary,Subdivision,data_pulled_at
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 003,"S2NE, S2NW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 004,"1-3, 6-8",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 004,"S2NE, SENW, NESW, S2SW, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 006,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 008,"W2, SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 009,SW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0200E SALT LAKE MER Section: 010,SE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 023,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 024,"E2NE, NW, S2",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 025,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 026,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 027,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 034,E2,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 035,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0210E SALT LAKE MER Section: 036,N2NW,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0220E SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0220E SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0220E SALT LAKE MER Section: 030,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0220E SALT LAKE MER Section: 031,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0220E SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0280S-R0220E SALT LAKE MER Section: 034,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 003,1-4,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 003,"S2NE, S2NW, SW, N2SE, SWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 005,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 010,"N2NE, SENE, W2, NESE, S2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 014,"W2W2NE, NW, NESW, S2SW, W2W2SE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 015,NENE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 023,"W2NWNE, W2SWNE, E2NW, NWSW, W2NWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 031,3-4,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Closed to Leasing,01/15/2020,Nominator,UT T0290S-R0220E SALT LAKE MER Section: 031,"E2SW, SWSE",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: No Federal Mineral Rights,02/28/2020,Nominator,UT T0250S-R0010W SALT LAKE MER Section: 035,SS4 located in NWSE,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Other - see comments,01/16/2020,"Robert L Bayless, Producer LLC",UT T0100S-R0170E SALT LAKE MER Section: 003,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Other - see comments,01/16/2020,"Robert L Bayless, Producer LLC",UT T0100S-R0170E SALT LAKE MER Section: 010,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Wilderness Study Area,03/02/2020,Nominator,UT T0260S-R0230E SALT LAKE MER Section: 021,6,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Unavailable: Wilderness Study Area,01/22/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0270S-R0220E SALT LAKE MER Section: 008,"N2N2NE, NENENW",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 003,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 004,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 005,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 006,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 007,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 008,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 009,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 010,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 011,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 012,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 013,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 014,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 015,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 017,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 018,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 019,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 020,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 021,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 022,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 023,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 024,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 025,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 026,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 027,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 028,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 029,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 030,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 031,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 033,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 034,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0240S-R0180W SALT LAKE MER Section: 035,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0170E SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0170E SALT LAKE MER Section: 003,"N/2, SE/4, NE/4 SW/4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0170E SALT LAKE MER Section: 003,"N/2, SE/4, NE/4 SW/4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0170E SALT LAKE MER Section: 004,"E/2 NW/4, NE/4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R0170E SALT LAKE MER Section: 004,"E/2 NW/4, NE/4",2020-04-29T20:22:32Z
UT,O&G Nomination (EOI),Withdrawn,01/20/2020,"Prairie Hills Oil and Gas, L.L.C.",UT T0250S-R17.50E SALT LAKE MER Section: 001,ALL SUBDIVISIONS,2020-04-29T20:22:32Z
